,"﻿""EDULIT_IND""",LOCATION,Country,Time,Value
8316,EA_2T8_AG25T99_F,DOM,Dominican Republic,2010,53.34486999999999
8317,EA_2T8_AG25T99_F,DOM,Dominican Republic,2011,54.737359999999995
8318,EA_2T8_AG25T99_F,DOM,Dominican Republic,2012,55.58194
8319,EA_2T8_AG25T99_F,DOM,Dominican Republic,2013,56.48079
8320,EA_6T8_AG25T99_M,IRL,Ireland,2011,24.478360000000002
8321,EA_1T8_AG25T99_M,JPN,Japan,2010,99.89135
8322,EA_2T8_AG25T99_F,MYS,Malaysia,2005,42.9072
8323,EA_2T8_AG25T99_F,MYS,Malaysia,2009,63.568940000000005
8324,EA_2T8_AG25T99_F,MYS,Malaysia,2010,65.07624
8325,EA_4T8_AG25T99,HND,Honduras,2007,7.36238
8326,EA_4T8_AG25T99,HND,Honduras,2011,8.02839
8327,EA_4T8_AG25T99,HND,Honduras,2012,7.138730000000001
8328,EA_5T8_AG25T99_GPI,SLV,El Salvador,2006,0.80884
8329,EA_5T8_AG25T99_GPI,SLV,El Salvador,2007,0.7826
8330,EA_5T8_AG25T99_GPI,SLV,El Salvador,2008,0.82949
8331,EA_5T8_AG25T99_GPI,SLV,El Salvador,2009,0.915
8332,EA_5T8_AG25T99_GPI,SLV,El Salvador,2010,0.81317
8333,EA_5T8_AG25T99_GPI,SLV,El Salvador,2011,0.86036
8334,EA_5T8_AG25T99_GPI,SLV,El Salvador,2012,0.88351
8335,EA_5T8_AG25T99_GPI,SLV,El Salvador,2013,0.9154700000000001
8336,EA_5T8_AG25T99,BFA,Burkina Faso,2006,1.8358400000000001
8337,EA_5T8_AG25T99,BFA,Burkina Faso,2007,0.16584000000000002
8338,EA_1T8_AG25T99_M,MEX,Mexico,2004,69.58866
8339,EA_1T8_AG25T99_M,MEX,Mexico,2005,72.87066999999999
8340,EA_1T8_AG25T99_M,MEX,Mexico,2006,73.46132
8341,EA_1T8_AG25T99_M,MEX,Mexico,2007,74.14419000000001
8342,EA_1T8_AG25T99_M,MEX,Mexico,2008,74.80845
8343,EA_1T8_AG25T99_M,MEX,Mexico,2009,76.29460999999999
8344,EA_1T8_AG25T99_M,MEX,Mexico,2010,76.37403
8345,EA_1T8_AG25T99_M,MEX,Mexico,2012,78.86086999999999
8346,EA_1T8_AG25T99_M,MEX,Mexico,2013,79.40706
8347,EA_5T8_AG25T99_F,USA,United States of America,2004,35.37453
8348,EA_5T8_AG25T99_F,USA,United States of America,2005,36.00504
8349,EA_5T8_AG25T99_F,USA,United States of America,2006,37.52263
8350,EA_5T8_AG25T99_F,USA,United States of America,2008,38.440670000000004
8351,EA_5T8_AG25T99_F,USA,United States of America,2009,39.15297
8352,EA_5T8_AG25T99_F,USA,United States of America,2010,39.89922
8353,EA_5T8_AG25T99_F,USA,United States of America,2011,40.53132
8354,EA_5T8_AG25T99_F,USA,United States of America,2012,41.12231
8355,EA_5T8_AG25T99_F,USA,United States of America,2013,42.16468
8356,EA_4T8_AG25T99_GPI,NLD,Netherlands,2005,0.7729600000000001
8357,EA_4T8_AG25T99_GPI,NLD,Netherlands,2007,0.81581
8358,EA_4T8_AG25T99_GPI,NLD,Netherlands,2008,0.80797
8359,EA_4T8_AG25T99_GPI,NLD,Netherlands,2009,0.8319200000000001
8360,EA_4T8_AG25T99_GPI,NLD,Netherlands,2010,0.8144100000000001
8361,EA_4T8_AG25T99_GPI,NLD,Netherlands,2011,0.8256899999999999
8362,EA_4T8_AG25T99_GPI,NLD,Netherlands,2012,0.83094
8363,EA_4T8_AG25T99_GPI,NLD,Netherlands,2013,0.8363299999999999
8364,EA_1T8_AG25T99_GPI,SGP,Singapore,2005,0.9022100000000001
8365,EA_1T8_AG25T99_GPI,SGP,Singapore,2006,0.89974
8366,EA_1T8_AG25T99_GPI,SGP,Singapore,2007,0.9008299999999999
8367,EA_1T8_AG25T99_GPI,SGP,Singapore,2008,0.90904
8368,EA_1T8_AG25T99_GPI,SGP,Singapore,2009,0.90404
8369,EA_1T8_AG25T99_GPI,SGP,Singapore,2010,0.9198799999999999
8370,EA_1T8_AG25T99_GPI,SGP,Singapore,2011,0.91896
8371,EA_1T8_AG25T99_GPI,SGP,Singapore,2012,0.9232600000000001
8372,EA_1T8_AG25T99_GPI,SGP,Singapore,2013,0.9217299999999999
8373,EA_5T8_AG25T99_F,FIN,Finland,2003,30.261770000000002
8374,EA_5T8_AG25T99_F,FIN,Finland,2005,31.54464
8375,EA_5T8_AG25T99_F,FIN,Finland,2006,32.2386
8376,EA_5T8_AG25T99_F,FIN,Finland,2007,32.87879
8377,EA_5T8_AG25T99_F,FIN,Finland,2008,33.79642
8378,EA_5T8_AG25T99_F,FIN,Finland,2009,34.3903
8379,EA_5T8_AG25T99_F,FIN,Finland,2010,35.04476
8380,EA_5T8_AG25T99_F,FIN,Finland,2011,35.68476
8381,EA_5T8_AG25T99_F,FIN,Finland,2012,36.32046
8382,EA_5T8_AG25T99_F,FIN,Finland,2013,37.09539
8383,EA_5T8_AG25T99_F,OMN,Oman,2008,11.29434
8384,EA_1T8_AG25T99_F,FJI,Fiji,2007,82.77237
8385,EA_5T8_AG25T99_M,PRT,Portugal,2003,7.59972
8386,EA_5T8_AG25T99_M,PRT,Portugal,2004,8.86961
8387,EA_5T8_AG25T99_M,PRT,Portugal,2005,9.11633
8388,EA_5T8_AG25T99_M,PRT,Portugal,2006,9.71246
8389,EA_5T8_AG25T99_M,PRT,Portugal,2007,9.54699
8390,EA_5T8_AG25T99_M,PRT,Portugal,2008,9.81828
8391,EA_5T8_AG25T99_M,PRT,Portugal,2009,10.23878
8392,EA_5T8_AG25T99_M,PRT,Portugal,2010,10.626539999999999
8393,EA_5T8_AG25T99_M,PRT,Portugal,2011,12.398480000000001
8394,EA_5T8_AG25T99_M,PRT,Portugal,2012,13.37415
8395,EA_5T8_AG25T99_M,PRT,Portugal,2013,13.35414
8396,EA_4T8_AG25T99_M,GHA,Ghana,2010,15.0497
8397,EA_4T8_AG25T99_M,AUS,Australia,2004,30.9891
8398,EA_4T8_AG25T99_M,AUS,Australia,2005,32.29707
8399,EA_4T8_AG25T99_M,AUS,Australia,2006,32.86286
8400,EA_4T8_AG25T99_M,AUS,Australia,2007,33.90703
8401,EA_4T8_AG25T99_M,AUS,Australia,2008,35.830859999999994
8402,EA_4T8_AG25T99_M,AUS,Australia,2009,37.2595
8403,EA_4T8_AG25T99_M,AUS,Australia,2010,38.45932
8404,EA_4T8_AG25T99_M,AUS,Australia,2011,38.76749
8405,EA_4T8_AG25T99_M,AUS,Australia,2012,42.79552
8406,EA_4T8_AG25T99_M,AUS,Australia,2013,37.45544
8407,EA_1T8_AG25T99_F,TON,Tonga,2011,96.09181
8408,EA_5T8_AG25T99,LTU,Lithuania,2005,22.60824
8409,EA_5T8_AG25T99,LTU,Lithuania,2006,23.44013
8410,EA_5T8_AG25T99,LTU,Lithuania,2007,25.69367
8411,EA_5T8_AG25T99,LTU,Lithuania,2008,26.35877
8412,EA_5T8_AG25T99,LTU,Lithuania,2009,26.783690000000004
8413,EA_5T8_AG25T99,LTU,Lithuania,2010,28.0674
8414,EA_5T8_AG25T99,LTU,Lithuania,2011,29.286990000000003
8415,EA_5T8_AG25T99,LTU,Lithuania,2012,29.334770000000002
8416,EA_5T8_AG25T99,LTU,Lithuania,2013,29.88393
8417,EA_4T8_AG25T99_M,CUB,Cuba,2012,29.364520000000002
8418,EA_2T8_AG25T99_F,BLR,Belarus,2009,89.44789
8419,EA_3T8_AG25T99,HKG,"China, Hong Kong Special Administrative Region",2006,54.11436
8420,EA_3T8_AG25T99,HKG,"China, Hong Kong Special Administrative Region",2008,55.286930000000005
8421,EA_3T8_AG25T99,HKG,"China, Hong Kong Special Administrative Region",2009,55.98135
8422,EA_3T8_AG25T99,HKG,"China, Hong Kong Special Administrative Region",2010,57.05745
8423,EA_3T8_AG25T99,HKG,"China, Hong Kong Special Administrative Region",2011,59.17808
8424,EA_5T8_AG25T99,ISL,Iceland,2005,28.92438
8425,EA_4T8_AG25T99_M,DEU,Germany,2006,32.37494
8426,EA_4T8_AG25T99_M,DEU,Germany,2007,32.83088
8427,EA_4T8_AG25T99_M,DEU,Germany,2008,34.001979999999996
8428,EA_4T8_AG25T99_M,DEU,Germany,2009,34.86217
8429,EA_4T8_AG25T99_M,DEU,Germany,2010,35.17284
8430,EA_4T8_AG25T99_M,DEU,Germany,2011,35.57767
8431,EA_4T8_AG25T99_M,DEU,Germany,2012,36.04487
8432,EA_4T8_AG25T99_M,DEU,Germany,2013,36.32527
8433,EA_3T8_AG25T99_M,AUT,Austria,2005,82.15448
8434,EA_3T8_AG25T99_M,AUT,Austria,2007,83.0206
8435,EA_3T8_AG25T99_M,AUT,Austria,2008,83.55259000000001
8436,EA_3T8_AG25T99_M,AUT,Austria,2009,84.19718
8437,EA_3T8_AG25T99_M,AUT,Austria,2010,84.45694
8438,EA_3T8_AG25T99_M,AUT,Austria,2011,84.36719000000001
8439,EA_3T8_AG25T99_M,AUT,Austria,2012,84.66524
8440,EA_3T8_AG25T99_M,AUT,Austria,2013,84.59565
8441,EA_3T8_AG25T99_GPI,BHS,Bahamas,2010,1.01522
8442,EA_5T8_AG25T99_M,GEO,Georgia,2012,30.571759999999998
8443,EA_7T8_AG25T99_GPI,MLT,Malta,2013,0.78989
8444,EA_1T8_AG25T99_F,AZE,Azerbaijan,2007,95.99217
8445,EA_1T8_AG25T99_F,AZE,Azerbaijan,2008,95.99295
8446,EA_1T8_AG25T99_F,AZE,Azerbaijan,2009,97.69355
8447,EA_1T8_AG25T99_F,AZE,Azerbaijan,2010,97.77316
8448,EA_1T8_AG25T99_F,AZE,Azerbaijan,2011,97.77628
8449,EA_1T8_AG25T99_F,AZE,Azerbaijan,2012,97.78886999999999
8450,EA_1T8_AG25T99_F,AZE,Azerbaijan,2013,97.86140999999999
8451,EA_5T8_AG25T99_F,LBN,Lebanon,2007,14.27784
8452,EA_6T8_AG25T99_GPI,ARM,Armenia,2011,0.9702
8453,EA_2T8_AG25T99_GPI,ISL,Iceland,2005,0.98459
8454,EA_1T8_AG25T99_GPI,JOR,Jordan,2003,0.90994
8455,EA_1T8_AG25T99_GPI,JOR,Jordan,2007,0.8662
8456,EA_1T8_AG25T99_GPI,JOR,Jordan,2008,0.88246
8457,EA_1T8_AG25T99_GPI,JOR,Jordan,2010,0.8822200000000001
8458,EA_5T8_AG25T99_GPI,KGZ,Kyrgyzstan,2009,1.1470799999999999
8459,EA_2T8_AG25T99_GPI,AND,Andorra,2003,1.0234299999999998
8460,EA_2T8_AG25T99_GPI,AND,Andorra,2004,0.9998600000000001
8461,EA_2T8_AG25T99_GPI,AND,Andorra,2005,1.0025600000000001
8462,EA_2T8_AG25T99_GPI,AND,Andorra,2006,1.01236
8463,EA_5T8_AG25T99_GPI,MAC,"China, Macao Special Administrative Region",2006,0.8519899999999999
8464,EA_5T8_AG25T99_GPI,MAC,"China, Macao Special Administrative Region",2011,0.90297
8465,EA_2T8_AG25T99_GPI,BHR,Bahrain,2010,1.04989
8466,EA_3T8_AG25T99_GPI,SWE,Sweden,2004,1.04177
8467,EA_3T8_AG25T99_GPI,SWE,Sweden,2005,1.04326
8468,EA_3T8_AG25T99_GPI,SWE,Sweden,2006,1.04495
8469,EA_3T8_AG25T99_GPI,SWE,Sweden,2007,1.0460399999999999
8470,EA_3T8_AG25T99_GPI,SWE,Sweden,2008,1.00809
8471,EA_3T8_AG25T99_GPI,SWE,Sweden,2009,1.01037
8472,EA_3T8_AG25T99_GPI,SWE,Sweden,2010,1.01244
8473,EA_3T8_AG25T99_GPI,SWE,Sweden,2011,1.01421
8474,EA_3T8_AG25T99_GPI,SWE,Sweden,2012,1.0166
8475,EA_3T8_AG25T99_GPI,SWE,Sweden,2013,0.9709700000000001
8476,EA_7T8_AG25T99,BHR,Bahrain,2010,1.00327
8477,EA_1T8_AG25T99,RUS,Russian Federation,2010,99.3647
8478,EA_5T8_AG25T99_M,ZAF,South Africa,2003,6.45424
8479,EA_5T8_AG25T99_M,ZAF,South Africa,2004,5.55014
8480,EA_5T8_AG25T99_M,ZAF,South Africa,2005,5.02845
8481,EA_5T8_AG25T99_M,ZAF,South Africa,2006,4.94329
8482,EA_5T8_AG25T99_M,ZAF,South Africa,2007,5.13127
8483,EA_5T8_AG25T99_M,ZAF,South Africa,2008,5.11766
8484,EA_5T8_AG25T99_M,ZAF,South Africa,2009,6.27428
8485,EA_5T8_AG25T99_M,ZAF,South Africa,2010,6.89622
8486,EA_5T8_AG25T99_M,ZAF,South Africa,2011,6.714360000000001
8487,EA_5T8_AG25T99_M,ZAF,South Africa,2012,7.144189999999999
8488,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2006,1.00007
8489,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2007,1.00033
8490,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2008,1.0003799999999998
8491,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2009,1.0002
8492,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2010,0.9995200000000001
8493,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2011,1.0009
8494,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2012,1.00105
8495,EA_1T8_AG25T99_GPI,CZE,Czech Republic,2013,1.00082
8496,EA_3T8_AG25T99_F,PSE,Palestine,2004,25.36739
8497,EA_3T8_AG25T99_F,PSE,Palestine,2006,26.824479999999998
8498,EA_3T8_AG25T99_F,PSE,Palestine,2007,27.63135
8499,EA_3T8_AG25T99_F,PSE,Palestine,2008,28.978820000000002
8500,EA_3T8_AG25T99_F,PSE,Palestine,2009,31.57125
8501,EA_3T8_AG25T99_F,PSE,Palestine,2010,31.99752
8502,EA_3T8_AG25T99_F,PSE,Palestine,2011,33.21436
8503,EA_3T8_AG25T99_F,PSE,Palestine,2012,35.6955
8504,EA_3T8_AG25T99_F,PSE,Palestine,2013,36.826370000000004
8505,EA_5T8_AG25T99,TGO,Togo,2009,2.6322099999999997
8506,EA_2T8_AG25T99_M,ISR,Israel,2006,75.45455
8507,EA_2T8_AG25T99_M,ISR,Israel,2007,85.82611999999999
8508,EA_2T8_AG25T99_M,ISR,Israel,2009,86.24441
8509,EA_2T8_AG25T99_M,ISR,Israel,2010,86.81799000000001
8510,EA_2T8_AG25T99_M,ISR,Israel,2011,87.23550999999999
8511,EA_2T8_AG25T99_M,ISR,Israel,2012,87.57515
8512,EA_2T8_AG25T99_M,ISR,Israel,2013,89.87463000000001
8513,EA_2T8_AG25T99_F,SGP,Singapore,2005,66.62656
8514,EA_2T8_AG25T99_F,SGP,Singapore,2006,68.02765
8515,EA_2T8_AG25T99_F,SGP,Singapore,2007,69.22046999999999
8516,EA_2T8_AG25T99_F,SGP,Singapore,2008,71.31219
8517,EA_2T8_AG25T99_F,SGP,Singapore,2009,71.06266
8518,EA_2T8_AG25T99_F,SGP,Singapore,2010,72.72867
8519,EA_2T8_AG25T99_F,SGP,Singapore,2011,73.16622
8520,EA_2T8_AG25T99_F,SGP,Singapore,2012,74.08572
8521,EA_2T8_AG25T99_F,SGP,Singapore,2013,74.76286
8522,EA_5T8_AG25T99_M,SVN,Slovenia,2004,17.83977
8523,EA_5T8_AG25T99_M,SVN,Slovenia,2005,17.52845
8524,EA_5T8_AG25T99_M,SVN,Slovenia,2006,17.934
8525,EA_5T8_AG25T99_M,SVN,Slovenia,2007,17.39745
8526,EA_5T8_AG25T99_M,SVN,Slovenia,2008,18.57996
8527,EA_5T8_AG25T99_M,SVN,Slovenia,2009,18.68132
8528,EA_5T8_AG25T99_M,SVN,Slovenia,2010,19.24052
8529,EA_5T8_AG25T99_M,SVN,Slovenia,2011,19.69246
8530,EA_5T8_AG25T99_M,SVN,Slovenia,2012,20.76281
8531,EA_5T8_AG25T99_M,SVN,Slovenia,2013,22.07447
8532,EA_2T8_AG25T99_GPI,MEX,Mexico,2004,0.88515
8533,EA_2T8_AG25T99_GPI,MEX,Mexico,2005,0.9030600000000001
8534,EA_2T8_AG25T99_GPI,MEX,Mexico,2006,0.8902100000000001
8535,EA_2T8_AG25T99_GPI,MEX,Mexico,2007,0.89299
8536,EA_2T8_AG25T99_GPI,MEX,Mexico,2008,0.8982899999999999
8537,EA_2T8_AG25T99_GPI,MEX,Mexico,2009,0.90375
8538,EA_2T8_AG25T99_GPI,MEX,Mexico,2010,0.9301200000000001
8539,EA_2T8_AG25T99_GPI,MEX,Mexico,2012,0.91761
8540,EA_2T8_AG25T99_GPI,MEX,Mexico,2013,0.9367
8541,EA_8_AG25T99_M,IRN,Iran (Islamic Republic of),2012,0.26039
8542,EA_8_AG25T99_M,IRN,Iran (Islamic Republic of),2013,0.38401
8543,EA_4T8_AG25T99,OMN,Oman,2003,14.4464
8544,EA_4T8_AG25T99,OMN,Oman,2008,19.93983
8545,EA_4T8_AG25T99,OMN,Oman,2010,18.704629999999998
8546,EA_1T8_AG25T99_F,LSO,Lesotho,2008,47.1239
8547,EA_3T8_AG25T99_M,MLT,Malta,2005,29.083779999999997
8548,EA_3T8_AG25T99_M,MLT,Malta,2007,27.644140000000004
8549,EA_3T8_AG25T99_M,MLT,Malta,2010,29.82978
8550,EA_3T8_AG25T99_M,MLT,Malta,2011,31.48082
8551,EA_3T8_AG25T99_M,MLT,Malta,2012,36.74953
8552,EA_3T8_AG25T99_M,MLT,Malta,2013,36.965
8553,EA_2T8_AG25T99,ZAF,South Africa,2003,64.04287
8554,EA_2T8_AG25T99,ZAF,South Africa,2004,64.39372
8555,EA_2T8_AG25T99,ZAF,South Africa,2005,65.44915999999999
8556,EA_2T8_AG25T99,ZAF,South Africa,2006,66.35333
8557,EA_2T8_AG25T99,ZAF,South Africa,2007,67.2861
8558,EA_2T8_AG25T99,ZAF,South Africa,2008,67.9993
8559,EA_2T8_AG25T99,ZAF,South Africa,2009,71.91465
8560,EA_2T8_AG25T99,ZAF,South Africa,2010,72.2415
8561,EA_2T8_AG25T99,ZAF,South Africa,2011,73.12741
8562,EA_2T8_AG25T99,ZAF,South Africa,2012,75.33032
8563,EA_4T8_AG25T99_F,TON,Tonga,2006,10.661489999999999
8564,EA_4T8_AG25T99_F,TON,Tonga,2011,15.927129999999998
8565,EA_1T8_AG25T99_F,HUN,Hungary,2005,98.82876999999999
8566,EA_1T8_AG25T99_F,HUN,Hungary,2013,99.58065
8567,EA_1T8_AG25T99,NOR,Norway,2007,100.0
8568,EA_1T8_AG25T99,NOR,Norway,2008,100.0
8569,EA_1T8_AG25T99,NOR,Norway,2009,100.0
8570,EA_1T8_AG25T99,NOR,Norway,2010,100.0
8571,EA_1T8_AG25T99,NOR,Norway,2011,100.0
8572,EA_4T8_AG25T99,AUS,Australia,2004,33.36499
8573,EA_4T8_AG25T99,AUS,Australia,2005,34.20449
8574,EA_4T8_AG25T99,AUS,Australia,2006,35.72979
8575,EA_4T8_AG25T99,AUS,Australia,2007,36.735240000000005
8576,EA_4T8_AG25T99,AUS,Australia,2008,39.35687
8577,EA_4T8_AG25T99,AUS,Australia,2009,40.55583
8578,EA_4T8_AG25T99,AUS,Australia,2010,41.79571
8579,EA_4T8_AG25T99,AUS,Australia,2011,42.702659999999995
8580,EA_4T8_AG25T99,AUS,Australia,2012,46.46197
8581,EA_4T8_AG25T99,AUS,Australia,2013,41.64091
8582,EA_4T8_AG25T99_M,QAT,Qatar,2004,22.03402
8583,EA_4T8_AG25T99_M,QAT,Qatar,2007,27.636390000000002
8584,EA_4T8_AG25T99_M,QAT,Qatar,2008,23.24314
8585,EA_4T8_AG25T99_M,QAT,Qatar,2009,21.51286
8586,EA_4T8_AG25T99_M,QAT,Qatar,2010,16.44869
8587,EA_4T8_AG25T99_M,QAT,Qatar,2011,18.96852
8588,EA_4T8_AG25T99_M,QAT,Qatar,2012,22.4414
8589,EA_4T8_AG25T99_M,QAT,Qatar,2013,21.69256
8590,EA_4T8_AG25T99_F,WSM,Samoa,2011,15.21425
8591,EA_7T8_AG25T99_F,PAK,Pakistan,2012,0.7179800000000001
8592,EA_7T8_AG25T99_F,PAK,Pakistan,2013,0.76747
8593,EA_3T8_AG25T99,PAK,Pakistan,2005,6.75868
8594,EA_3T8_AG25T99,PAK,Pakistan,2006,23.34605
8595,EA_3T8_AG25T99,PAK,Pakistan,2008,22.58324
8596,EA_3T8_AG25T99,PAK,Pakistan,2009,23.29962
8597,EA_3T8_AG25T99,PAK,Pakistan,2010,23.87872
8598,EA_3T8_AG25T99,PAK,Pakistan,2011,24.15409
8599,EA_3T8_AG25T99,PAK,Pakistan,2012,25.64951
8600,EA_3T8_AG25T99,PAK,Pakistan,2013,26.070610000000002
8601,EA_6T8_AG25T99_GPI,GEO,Georgia,2012,0.97634
8602,EA_1T8_AG25T99_GPI,BOL,Bolivia (Plurinational State of),2006,0.80503
8603,EA_1T8_AG25T99_GPI,BOL,Bolivia (Plurinational State of),2008,0.77979
8604,EA_1T8_AG25T99_GPI,BOL,Bolivia (Plurinational State of),2009,0.79367
8605,EA_1T8_AG25T99_GPI,BOL,Bolivia (Plurinational State of),2012,0.81908
8606,EA_6T8_AG25T99_F,CUB,Cuba,2012,16.01247
8607,EA_5T8_AG25T99_GPI,GRC,Greece,2005,0.8827200000000001
8608,EA_5T8_AG25T99_GPI,GRC,Greece,2006,0.81285
8609,EA_5T8_AG25T99_GPI,GRC,Greece,2007,0.81224
8610,EA_5T8_AG25T99_GPI,GRC,Greece,2008,0.8251799999999999
8611,EA_5T8_AG25T99_GPI,GRC,Greece,2010,0.86845
8612,EA_6T8_AG25T99_M,ECU,Ecuador,2013,13.74245
8613,EA_6T8_AG25T99_M,POL,Poland,2013,20.18659
8614,EA_3T8_AG25T99,ECU,Ecuador,2009,30.80793
8615,EA_3T8_AG25T99,ECU,Ecuador,2010,32.99077
8616,EA_3T8_AG25T99,ECU,Ecuador,2013,38.64949
8617,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2006,0.80057
8618,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2007,0.80917
8619,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2008,0.85206
8620,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2009,0.8723200000000001
8621,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2010,0.88369
8622,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2011,0.9111100000000001
8623,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2012,0.9479
8624,EA_4T8_AG25T99_GPI,CZE,Czech Republic,2013,0.96426
8625,EA_1T8_AG25T99_GPI,ESP,Spain,2004,0.9444100000000001
8626,EA_1T8_AG25T99_GPI,ESP,Spain,2005,0.9426
8627,EA_1T8_AG25T99_GPI,ESP,Spain,2006,0.94794
8628,EA_1T8_AG25T99_GPI,ESP,Spain,2007,0.9473600000000001
8629,EA_1T8_AG25T99_GPI,ESP,Spain,2008,0.95021
8630,EA_1T8_AG25T99_GPI,ESP,Spain,2009,0.9499799999999999
8631,EA_1T8_AG25T99_GPI,ESP,Spain,2010,0.95142
8632,EA_1T8_AG25T99_GPI,ESP,Spain,2011,0.95199
8633,EA_1T8_AG25T99_GPI,ESP,Spain,2012,0.9554600000000001
8634,EA_2T8_AG25T99_M,SVN,Slovenia,2004,100.0
8635,EA_2T8_AG25T99_M,SVN,Slovenia,2005,95.63163
8636,EA_2T8_AG25T99_M,SVN,Slovenia,2006,95.98278
8637,EA_2T8_AG25T99_M,SVN,Slovenia,2007,95.19095
8638,EA_2T8_AG25T99_M,SVN,Slovenia,2008,96.29561
8639,EA_2T8_AG25T99_M,SVN,Slovenia,2009,97.11538
8640,EA_2T8_AG25T99_M,SVN,Slovenia,2010,96.96433
8641,EA_2T8_AG25T99_M,SVN,Slovenia,2011,97.35688
8642,EA_2T8_AG25T99_M,SVN,Slovenia,2012,98.0277
8643,EA_2T8_AG25T99_M,SVN,Slovenia,2013,98.27128
8644,EA_3T8_AG25T99_F,PRT,Portugal,2003,19.098779999999998
8645,EA_3T8_AG25T99_F,PRT,Portugal,2004,20.88499
8646,EA_3T8_AG25T99_F,PRT,Portugal,2005,22.12526
8647,EA_3T8_AG25T99_F,PRT,Portugal,2006,23.22253
8648,EA_3T8_AG25T99_F,PRT,Portugal,2007,23.289270000000002
8649,EA_3T8_AG25T99_F,PRT,Portugal,2008,23.75021
8650,EA_3T8_AG25T99_F,PRT,Portugal,2009,25.02103
8651,EA_3T8_AG25T99_F,PRT,Portugal,2010,26.990240000000004
8652,EA_3T8_AG25T99_F,PRT,Portugal,2011,29.093420000000002
8653,EA_3T8_AG25T99_F,PRT,Portugal,2012,31.39927
8654,EA_3T8_AG25T99_F,PRT,Portugal,2013,33.47777
8655,EA_5T8_AG25T99_M,VEN,Venezuela (Bolivarian Republic of),2006,11.38383
8656,EA_5T8_AG25T99_M,VEN,Venezuela (Bolivarian Republic of),2007,11.97092
8657,EA_5T8_AG25T99_M,VEN,Venezuela (Bolivarian Republic of),2008,12.350480000000001
8658,EA_5T8_AG25T99_M,VEN,Venezuela (Bolivarian Republic of),2009,13.31785
8659,EA_5T8_AG25T99_M,VEN,Venezuela (Bolivarian Republic of),2011,20.53624
8660,EA_4T8_AG25T99_F,BIH,Bosnia and Herzegovina,2010,8.00965
8661,EA_4T8_AG25T99_F,BIH,Bosnia and Herzegovina,2011,8.20479
8662,EA_6T8_AG25T99_M,KOR,Republic of Korea,2010,29.32157
8663,EA_2T8_AG25T99_F,SLV,El Salvador,2006,34.19236
8664,EA_2T8_AG25T99_F,SLV,El Salvador,2007,31.80347
8665,EA_2T8_AG25T99_F,SLV,El Salvador,2008,33.681779999999996
8666,EA_2T8_AG25T99_F,SLV,El Salvador,2009,34.8451
8667,EA_2T8_AG25T99_F,SLV,El Salvador,2010,39.096270000000004
8668,EA_2T8_AG25T99_F,SLV,El Salvador,2011,36.01186
8669,EA_2T8_AG25T99_F,SLV,El Salvador,2012,36.81592
8670,EA_2T8_AG25T99_F,SLV,El Salvador,2013,38.01115
8671,EA_7T8_AG25T99,CHN,China,2010,0.37868
8672,EA_2T8_AG25T99,OMN,Oman,2003,39.38531
8673,EA_2T8_AG25T99,OMN,Oman,2008,53.95831
8674,EA_2T8_AG25T99,OMN,Oman,2010,52.3184
8675,EA_1T8_AG25T99,BRA,Brazil,2004,68.98744
8676,EA_1T8_AG25T99,BRA,Brazil,2006,72.66501
8677,EA_1T8_AG25T99,BRA,Brazil,2007,73.52705999999999
8678,EA_1T8_AG25T99,BRA,Brazil,2008,74.28956
8679,EA_1T8_AG25T99,BRA,Brazil,2009,73.60672
8680,EA_1T8_AG25T99,BRA,Brazil,2011,75.44809000000001
8681,EA_1T8_AG25T99,BRA,Brazil,2012,77.74551
8682,EA_1T8_AG25T99,BRA,Brazil,2013,76.11808
8683,EA_7T8_AG25T99_M,SRB,Serbia,2011,10.00468
8684,EA_7T8_AG25T99_M,SRB,Serbia,2013,0.83439
8685,EA_2T8_AG25T99_F,NLD,Netherlands,2004,87.38122
8686,EA_2T8_AG25T99_F,NLD,Netherlands,2005,87.01413000000001
8687,EA_2T8_AG25T99_F,NLD,Netherlands,2007,88.65907
8688,EA_2T8_AG25T99_F,NLD,Netherlands,2008,87.78785
8689,EA_2T8_AG25T99_F,NLD,Netherlands,2009,87.89245
8690,EA_2T8_AG25T99_F,NLD,Netherlands,2010,87.7544
8691,EA_2T8_AG25T99_F,NLD,Netherlands,2011,87.88815
8692,EA_2T8_AG25T99_F,NLD,Netherlands,2012,88.36853
8693,EA_2T8_AG25T99_F,NLD,Netherlands,2013,87.58103
8694,EA_2T8_AG25T99_GPI,USA,United States of America,2004,1.004
8695,EA_2T8_AG25T99_GPI,USA,United States of America,2005,1.00411
8696,EA_2T8_AG25T99_GPI,USA,United States of America,2006,1.00613
